,Birthplace,DOB,Name,credits,wins,age
1210,"Tallahassee, Florida, USA",1949-11-6,Brad Davis,36.0,"Won
        1
        Golden Globe.",66.045174538
1211,"Stillwater, Oklahoma, USA",1954-1-24,Irene Miracle,19.0,"Won
        1
        Golden Globe.",61.8288843258
1212,"Greenville, South Carolina, USA",1938-2-2,Bo Hopkins,130.0,1 win.,77.8042436687
1213,"Berwick-Upon-Tweed, Northumberland, England, UK",1874-3-5,Henry Travers,52.0,"Nominated for
        1
        Oscar.",141.716632444
1214,"London, Ontario, Canada",1980-11-12,Ryan Gosling,40.0,"Nominated for
        1
        Oscar.",35.0280629706
1215,"Brooklyn, New York City, New York, USA",1989-7-11,Shareeka Epps,10.0,4 wins & 13 nominations.,26.3682409309
1216,"Philadelphia, Pennsylvania, USA",1882-2-15,John Barrymore,65.0,1 win.,133.765913758
1217,"East Chicago, Indiana, USA",1926-11-1,Betsy Palmer,60.0,1 win & 1 nomination.,89.0595482546
1218,"Los Angeles, California, USA",1950-9-7,Julie Kavner,66.0,"Nominated for
        4
        Golden Globes.",65.2101300479
1219,"Chicago, Illinois, USA",1904-6-17,Ralph Bellamy,196.0,"Nominated for
        1
        Oscar.",111.433264887
1220,"Hartford, Connecticut, USA",1968-8-25,David Alan Basche,43.0,0,47.2443531828
1221,"New York City, New York, USA",1986-10-6,Olivia Thirlby,35.0,1 nomination.,29.1307323751
1222,"Brigg, Lincolnshire, England, UK",1929-10-28,Joan Plowright,74.0,"Nominated for
        1
        Oscar.",86.0698151951
1223,"Cagliari, Sardinia, Italy",1932-6-19,Marisa Pavan,46.0,"Nominated for
        1
        Oscar.",83.4277891855
1224,"New York City, New York, USA",1965-9-3,Charlie Sheen,81.0,"Won
        1
        Golden Globe.",50.2203969884
1225,"McKeesport, Pennsylvania, USA",1959-3-14,Tamara Tunie,45.0,7 nominations.,56.6954140999
1226,"Springfield, Massachusetts, USA",1951-3-17,Kurt Russell,92.0,"Nominated for
        1
        Golden Globe.",64.6872005476
1227,"Long Beach, California, USA",1968-7-5,Michael Stuhlbarg,37.0,"Nominated for
        1
        Golden Globe.",47.3839835729
1228,"Trenton, New Jersey, USA",1956-11-22,Richard Kind,185.0,2 wins & 5 nominations.,59.0006844627
1229,"Brooklyn, New York City, New York, USA",1970-4-13,Ricky Schroder,58.0,"Won
        1
        Golden Globe.",45.6125941136
1230,"Brooklyn, New York, USA",1934-12-30,Joseph Bologna,75.0,"Nominated for
        1
        Oscar.",80.8980150582
1231,"New York City, New York, USA",1911-12-8,Lee J. Cobb,102.0,"Nominated for
        2
        Oscars.",103.958932238
1232,"Toronto, Ontario, Canada",1892-4-8,Mary Pickford,251.0,"Won
        1
        Oscar.",123.622176591
1233,"Wilmette, Illinois, USA",1923-10-4,Charlton Heston,130.0,"Won
        1
        Oscar.",92.1368925394
1234,"Battle Creek, Michigan, USA",1921-2-26,Betty Hutton,32.0,"Nominated for
        1
        Golden Globe.",94.7378507871
1235,"Litchfield, Minnesota, USA",1899-2-15,Gale Sondergaard,56.0,"Won
        1
        Oscar.",116.76659822
1236,"Knoxville, Tennessee, USA",1954-5-8,David Keith,113.0,"Nominated for
        2
        Golden Globes.",61.5441478439
1237,"Elmhurst, New York, USA",1946-12-14,Patty Duke,140.0,"Won
        1
        Oscar.",68.9418206708
1238,"Dawson City, Yukon Territory, Canada",1902-11-23,Victor Jory,199.0,1 win.,112.999315537
1239,Mexico,2015-11-23,Emilio Echevarría,40.0,1 win.,0.0
1240,"New York City, New York, USA",1922-5-13,Bea Arthur,33.0,"Nominated for
        9
        Golden Globes.",93.53045859
1241,"New York City, New York, USA",1948-3-25,Bonnie Bedelia,80.0,"Nominated for
        1
        Golden Globe.",67.6632443532
1242,"Hammersmith, London, England, UK",1976-7-19,Benedict Cumberbatch,61.0,"Nominated for
        1
        Oscar.",39.3456536619
1243,"Exeter, Devon, England, UK",1978-4-3,Matthew Goode,33.0,2 wins & 13 nominations.,37.6399726215
1244,"New York City, New York, USA",1896-1-20,George Burns,61.0,"Won
        1
        Oscar.",119.838466804
1245,"London, England, UK",1947-12-16,Ben Cross,96.0,2 wins & 5 nominations.,67.9370294319
1246,"Edinburgh, Scotland, UK",1949-8-11,Ian Charleson,30.0,0,66.2833675565
1247,"Brentwood, Essex, England, UK",1955-1-1,Nicholas Farrell,121.0,0,60.8925393566
1248,"Manchester, England, UK",1941-7-29,David Warner,218.0,"Won
        1
        Primetime Emmy.",74.3189596167
1249,"Bristol, England, UK",1931-7-14,Robert Stephens,95.0,0,84.3613963039
1250,"Los Angeles, California, USA",1947-8-24,Anne Archer,88.0,"Nominated for
        1
        Oscar.",68.2491444216
1251,"Houston, Texas, USA",1950-10-1,Randy Quaid,115.0,"Nominated for
        1
        Oscar.",65.144421629
1252,"Los Angeles, California, USA",1958-2-6,Barry Miller,37.0,"Nominated for
        1
        Golden Globe.",57.7932922656
1253,"Aurora, Ohio, USA",1969-5-25,Anne Heche,72.0,"Nominated for
        1
        Primetime Emmy.",46.4969199179
1254,"Aitkin, Minnesota, USA",1894-12-2,Warren William,66.0,1 win.,120.971937029
1255,"Moama, New South Wales, Australia",1858-4-19,May Robson,64.0,"Nominated for
        1
        Oscar.",157.593429158
1256,"El Paso, Texas, USA",1882-3-6,Guy Kibbee,114.0,0,133.713894593
1257,"Los Angeles, California, USA",1988-4-10,Haley Joel Osment,68.0,"Nominated for
        1
        Oscar.",27.6194387406
1258,"Stockholm, Sweden",1932-2-14,Harriet Andersson,98.0,"Nominated for
        1
        BAFTA Film Award.",83.7727583847
1259,"Pittsburgh, Pennsylvania, USA",1941-1-26,Scott Glenn,92.0,0,74.8227241615
1260,"Los Angeles, California, USA",1981-2-17,Joseph Gordon-Levitt,70.0,"Nominated for
        2
        Golden Globes.",34.7624914442
1261,"Halifax, Nova Scotia, Canada",1987-2-21,Ellen Page,45.0,"Nominated for
        1
        Oscar.",28.7529089665
1262,"New York City, New York, USA",1927-9-16,Peter Falk,107.0,"Nominated for
        2
        Oscars.",88.1861738535
1263,"Mexico City, Distrito Federal, Mexico",1963-8-1,Demian Bichir,74.0,"Nominated for
        1
        Oscar.",52.3121149897
1264,"Raleigh, North Carolina, USA",1987-9-7,Evan Rachel Wood,45.0,"Nominated for
        2
        Golden Globes.",28.2108145106
1265,"West Los Angeles, California, USA",1988-5-17,Nikki Reed,32.0,3 wins & 10 nominations.,27.5181382615
1266,"Olathe, Kansas, USA",1914-12-13,Larry Parks,48.0,"Nominated for
        1
        Oscar.",100.944558522
1267,"St. Paul, Minnesota, USA",1892-2-27,William Demarest,165.0,"Nominated for
        1
        Oscar.",123.734428474
1268,"Battersea, London, England, UK",1957-2-27,Timothy Spall,131.0,"Nominated for
        2
        BAFTA Film Awards.",58.7351129363
1269,"Paisley, Scotland, UK",1956-1-11,Phyllis Logan,82.0,"Won
        1
        BAFTA Film Award.",59.8658453114
1270,"Posen, Prussia, Germany [now Poznan, Wielkopolskie, Poland]",1914-5-24,Lilli Palmer,101.0,"Nominated for
        2
        Golden Globes.",101.500342231
1271,"Dalat, Vietnam",1944-5-10,Marie-France Pisier,92.0,2 wins & 3 nominations.,71.537303217
1272,"New York City, New York, USA",1908-7-25,Jack Gilford,90.0,"Nominated for
        1
        Oscar.",107.329226557
1273,"Chicago, Illinois, USA",1948-8-4,Laurie Heineman,24.0,1 win.,67.3018480493
1274,"Marylebone, London, England, UK",1943-3-8,Lynn Redgrave,99.0,"Nominated for
        2
        Oscars.",72.7118412047
1275,"Ontario, Canada",1942-1-1,Roberta Maxwell,67.0,2 nominations.,73.8918548939
1276,"Paris, France",1955-6-27,Isabelle Adjani,47.0,"Nominated for
        2
        Oscars.",60.4079397673
1277,"Broadstairs, Kent, England, UK",1946-5-2,Bruce Robinson,17.0,"Nominated for
        1
        Oscar.",69.5605749487
1278,"St. Paul, Minnesota, USA",1898-6-6,Walter Abel,91.0,0,117.46201232
1279,"Santa Monica, California, USA",1920-4-2,Jack Webb,29.0,"Nominated for
        5
        Primetime Emmys.",95.6413415469
1280,"Wandsworth, London, England, UK",1877-9-26,Edmund Gwenn,94.0,"Won
        1
        Oscar.",138.154688569
1281,"Tokyo, Japan (some sources say 1930)",1932-12-13,Tatsuya Nakadai,150.0,6 wins & 3 nominations.,82.9431895962
1282,"Knoxville, Tennessee, USA",1982-7-25,Brad Renfro,29.0,6 wins & 5 nominations.,33.3305954825
1283,"Dubuque, Iowa, USA",1910-9-19,Margaret Lindsay,96.0,1 win.,105.177275838
1284,"London, Ontario, Canada",1978-11-17,Rachel McAdams,34.0,15 wins & 30 nominations.,37.015742642
1285,"Pittsburgh, Pennsylvania, USA",1903-9-17,Dolores Costello,67.0,1 win.,112.183436003
1286,"Hollywood, Los Angeles, California, USA",1956-3-7,Bryan Cranston,140.0,"Won
        1
        Golden Globe.",59.7125256674
1287,"Coatzacoalcos, Veracruz, Mexico",1966-9-2,Salma Hayek,64.0,"Nominated for
        1
        Oscar.",49.2238193018
1288,"Hurstpierpoint, West Sussex, England, UK",1922-1-21,Paul Scofield,41.0,"Won
        1
        Oscar.",93.8370978782
1289,"New York City, New York, USA",1979-4-12,Claire Danes,40.0,"Won
        4
        Golden Globes.",36.6160164271
1290,"Madrid, Madrid, Spain",1945-9-15,Carmen Maura,140.0,34 wins & 22 nominations.,70.1875427789
1291,"Barcelona, Barcelona, Catalonia, Spain",1971-10-6,Lola Dueñas,47.0,16 wins & 8 nominations.,44.1314168378
1292,"Los Angeles, California, USA",1941-4-20,Ryan O'Neal,65.0,"Nominated for
        1
        Oscar.",74.5927446954
1293,"New York City, New York, USA",1947-2-15,Marisa Berenson,75.0,"Nominated for
        2
        Golden Globes.",68.7693360712
1294,"Bossier City, Louisiana, USA",1971-12-26,Jared Leto,28.0,"Won
        1
        Oscar.",43.909650924
1295,"Lowell, Massachusetts, USA",1921-3-25,Nancy Kelly,55.0,"Nominated for
        1
        Oscar.",94.6639288159
1296,"Brooklyn, New York, USA",1945-8-21,Patty McCormack,139.0,"Nominated for
        1
        Oscar.",70.2559890486
1297,"Philadelphia, Pennsylvania, USA",1912-8-1,Henry Jones,206.0,0,103.310061602
1298,"San Antonio, Texas, USA",1933-4-26,Carol Burnett,70.0,"Won
        5
        Golden Globes.",82.5763175907
1299,"Akron, Ohio, USA",1947-8-20,Ray Wise,213.0,3 wins & 4 nominations.,68.2600958248
1300,"Detroit, Michigan, USA",1943-10-12,Lin Shaye,186.0,5 wins & 3 nominations.,72.1149897331
1301,"Chicago, Illinois, USA",1978-8-4,Mick Cain,13.0,0,37.3032169747
1302,"Buenos Aires, Argentina",2015-11-23,Maricel Álvarez,8.0,1 win & 3 nominations.,0.0
1303,"Goose Creek, Texas, USA",1944-6-29,Gary Busey,170.0,"Nominated for
        1
        Oscar.",71.4004106776
1304,"Honolulu, Hawaii, USA",1943-9-1,Don Stroud,161.0,0,72.2272416153
1305,"Chicago, Illinois, USA",1949-5-31,Tom Berenger,96.0,"Nominated for
        1
        Oscar.",66.4804928131
1306,"Beirut, Lebanon",1964-9-2,Keanu Reeves,81.0,10 wins & 20 nominations.,51.2224503765
1307,"Amritsar, Punjab, India",1967-9-9,Akshay Kumar,117.0,11 wins & 25 nominations.,48.205338809
1308,"Bombay, Maharashtra, India",1987-6-2,Sonakshi Sinha,19.0,6 wins & 9 nominations.,28.476386037
1309,"San Diego, California, USA",1957-3-20,Theresa Russell,62.0,2 wins.,58.6776180698
1310,"San Mateo, California, USA",1949-8-8,Keith Carradine,135.0,"Won
        1
        Oscar.",66.2915811088
1311,"Caldwell, Idaho, USA",1945-8-24,Ronee Blakley,27.0,"Nominated for
        1
        Oscar.",70.2477754962
1312,"Rio de Janeiro, Rio de Janeiro, Brazil",1929-10-16,Fernanda Montenegro,73.0,"Nominated for
        1
        Oscar.",86.1026694045
1313,"Rio de Janeiro, Rio de Janeiro, Brazil",1943-1-22,Marília Pêra,62.0,16 wins & 10 nominations.,72.8350444901
1314,"Winthrop, Iowa, USA",1976-3-23,Michelle Monaghan,39.0,"Nominated for
        1
        Golden Globe.",39.6687200548
1315,"Stockholm, Stockholms län, Sweden",1978-5-12,Malin Akerman,54.0,1 win & 2 nominations.,37.5331964408
1316,"Kulm, North Dakota, USA",1931-9-30,Angie Dickinson,145.0,"Won
        2
        Golden Globes.",84.1478439425
1317,"Los Angeles, California, USA",1958-8-18,Madeleine Stowe,39.0,"Nominated for
        1
        Golden Globe.",57.2648870637
1318,"Hartford, Connecticut, USA",1926-1-14,Tom Tryon,39.0,"Nominated for
        1
        Golden Globe.",89.8562628337
1319,"Vienna, Austria",1938-9-23,Romy Schneider,62.0,"Nominated for
        1
        Golden Globe.",77.1663244353
1320,"South Shields, Durham, England, UK",1902-3-28,Flora Robson,71.0,"Nominated for
        1
        Oscar.",113.656399726
1321,"The Bronx, New York, USA",1878-1-16,Harry Carey,267.0,"Nominated for
        1
        Oscar.",137.848049281
1322,"Provo, Utah, USA",1904-9-13,Edwina Booth,7.0,0,111.192334018
1323,"Oancea, Romania",1904-4-20,Duncan Renaldo,72.0,1 win.,111.592060233
1324,"Detroit, Michigan, USA",1925-1-26,Joan Leslie,71.0,2 wins.,90.8227241615
1325,"Toronto, Ontario, Canada",1939-5-19,Stephen Young,78.0,0,76.514715948
1326,"New York City, New York, USA",1969-8-18,Christian Slater,113.0,5 wins & 10 nominations.,46.264202601
1327,"Manhattan, New York, USA",1970-5-12,Samantha Mathis,70.0,3 nominations.,45.5331964408
1328,"Ely, Cambridgeshire, England, UK",1967-10-5,Guy Pearce,57.0,"Nominated for
        1
        Golden Globe.",48.1341546886
1329,"London, England, UK",1946-3-5,Murray Head,46.0,0,69.7193702943
1330,"Katemcy, Texas, USA",1923-12-8,Dewey Martin,49.0,0,91.9589322382
1331,"Lancaster, South Carolina, USA",1912-6-12,Nina Mae McKinney,24.0,0,103.446954141
1332,"New York City, New York, USA",1936-1-28,Alan Alda,62.0,"Nominated for
        1
        Oscar.",79.819301848
1333,"New York City, New York, USA",1948-5-12,Lindsay Crouse,78.0,"Nominated for
        1
        Oscar.",67.5318275154
1334,"Beni-Ensar, Morocco",1975-11-30,Mimi Ferrer,25.0,0,39.9808350445
1335,"Rhenen, Utrecht, Netherlands",1977-10-1,Touriya Haoud,8.0,0,38.1437371663
1336,"Vienna, Austria",1926-1-15,Maria Schell,100.0,"Nominated for
        2
        BAFTA Film Awards.",89.8535249829
1337,"Harlingen, Texas, USA",1979-12-5,Nick Stahl,53.0,1 win & 8 nominations.,35.9671457906
1338,"Hull, Humberside, England, UK",1937-2-25,Tom Courtenay,51.0,"Nominated for
        2
        Oscars.",78.7405886379
1339,"Chelsea, London, England, UK",1937-4-13,Edward Fox,109.0,"Won
        2
        BAFTA Film Awards.",78.6119096509
1340,"Suresnes, Hauts-de-Seine, France",1966-7-15,Irène Jacob,59.0,"Nominated for
        1
        BAFTA Film Award.",49.3579739904
1341,"Ystad, Skåne län, Sweden",1888-3-30,Anna Q. Nilsson,207.0,1 win.,127.646817248
1342,"Lyon, Rhône, France",1971-1-17,Sylvie Testud,90.0,10 wins & 6 nominations.,44.848733744
1343,"Flatbush, Brooklyn, New York City, New York, USA",1966-11-22,Michael Kenneth Williams,83.0,"Nominated for
        1
        Primetime Emmy.",49.0020533881
1344,"Heidelberg, Baden-Württemberg, Germany",1977-4-2,Michael Fassbender,49.0,"Nominated for
        1
        Oscar.",38.6420260096
1345,"Wheeling, West Virginia, USA",1861-9-2,Henrietta Crosman,21.0,0,154.220396988
1346,"Oceanside, Long Island, New York, USA",1954-8-30,David Paymer,150.0,"Nominated for
        1
        Oscar.",61.2320328542
1347,"New York City, New York, USA",1965-2-9,Julie Warner,50.0,1 nomination.,50.7843942505
1348,"Canandaigua, New York, USA",1973-8-22,Kristen Wiig,81.0,"Nominated for
        1
        Oscar.",42.2532511978
1349,"Gainesville, Florida, USA",1972-7-27,Maya Rudolph,57.0,"Nominated for
        1
        Primetime Emmy.",43.3237508556
1350,"Balmain, Sydney, New South Wales, Australia",1979-7-24,Rose Byrne,54.0,"Nominated for
        2
        Golden Globes.",36.334017796
1351,"Los Angeles, California, USA",1963-11-5,Tatum O'Neal,29.0,"Won
        1
        Oscar.",52.0492813142
1352,"Boston, Massachusetts, USA",1942-9-29,Madeline Kahn,48.0,"Nominated for
        2
        Oscars.",73.1498973306
1353,"Castro Valley, California, USA",1964-11-24,Garret Dillahunt,71.0,5 wins & 8 nominations.,50.9952087611
1354,"London, England, UK",1948-1-12,Anthony Andrews,62.0,"Won
        1
        Golden Globe.",67.8631074606
1355,"Dallas, Texas, USA",1945-11-16,Steve Railsback,88.0,"Nominated for
        1
        Golden Globe.",70.0177960301
1356,"Westwood, New Jersey, USA",1969-2-28,Robert Sean Leonard,36.0,5 nominations.,46.7323750856
1357,"West Plains, Missouri, USA",1925-12-13,Dick Van Dyke,73.0,"Nominated for
        2
        Golden Globes.",89.9438740589
1358,"Henley-on-Thames, Oxfordshire, England, UK",1917-5-7,David Tomlinson,59.0,0,98.546201232
1359,"San Mateo, California, USA",1954-6-2,Dennis Haysbert,119.0,"Nominated for
        1
        Golden Globe.",61.4757015743
1360,"Los Angeles, California, USA",1962-9-11,Kristy McNichol,38.0,"Nominated for
        2
        Golden Globes.",53.1991786448
1361,"New York City, New York, USA",1930-3-21,James Coco,58.0,"Nominated for
        1
        Oscar.",85.6755646817
1362,"Philadelphia, Pennsylvania, USA",1928-8-10,Eddie Fisher,7.0,"Won
        1
        Golden Globe.",87.2854209446
1363,"New York City, New York, USA",1944-4-30,Jill Clayburgh,71.0,"Nominated for
        2
        Oscars.",71.5646817248
1364,"Canberra, Australian Capital Territory, Australia",1989-10-14,Mia Wasikowska,32.0,5 wins & 37 nominations.,26.1081451061
1365,"High Wycombe, Buckinghamshire, England, UK",1990-6-13,Aaron Taylor-Johnson,37.0,1 win & 10 nominations.,25.4455852156
1366,"Chicago, Illinois, USA",1966-2-24,Billy Zane,143.0,2 wins & 3 nominations.,49.7440109514
1367,"Mill Valley, California, USA",1908-4-30,Eve Arden,100.0,"Nominated for
        1
        Oscar.",107.564681725
1368,"Oxford, Oxfordshire, England, UK",1958-7-11,Mark Lester,27.0,1 nomination.,57.3689253936
1369,"Tottenham, Middlesex, England, UK",1924-1-8,Ron Moody,87.0,"Nominated for
        1
        Oscar.",91.8740588638
1370,"Tottenham, London, England, UK",1933-4-14,Shani Wallis,26.0,1 nomination.,82.6091718001
1371,"West Hollywood, California, USA",1976-4-16,Lukas Haas,86.0,5 wins & 8 nominations.,39.6030116359
1372,"Waco, Texas, USA",1945-8-14,Steve Martin,58.0,"Nominated for
        5
        Golden Globes.",70.2751540041
1373,"Hamilton, Ontario, Canada",1950-3-26,Martin Short,87.0,"Won
        2
        Primetime Emmys.",65.6618754278
1374,"Weston-Super-Mare, Somerset, England, UK",1939-10-27,John Cleese,138.0,"Nominated for
        1
        Oscar.",76.0739219713
1375,"Los Angeles, California, USA",1958-11-22,Jamie Lee Curtis,70.0,"Won
        2
        Golden Globes.",57.0020533881
1376,"Scranton, Pennsylvania, USA",1927-7-5,Beverly Tyler,36.0,0,88.386036961
1377,"Llanelli, Carmarthenshire, Wales, UK",1927-9-20,Rachel Roberts,47.0,"Nominated for
        1
        Oscar.",88.1752224504
1378,"Los Angeles, California, USA",1951-2-20,Edward Albert,131.0,"Won
        1
        Golden Globe.",64.7556468172
1379,"Columbus, Ohio, USA",1919-3-29,Eileen Heckart,105.0,"Won
        1
        Oscar.",96.6543463381
1380,"Chicago, Illinois, USA",1925-8-28,Donald O'Connor,86.0,"Won
        1
        Golden Globe.",90.2368240931
1381,"Birmingham, Alabama, USA",1934-7-22,Louise Fletcher,134.0,"Won
        1
        Oscar.",81.3388090349
1382,"Los Angeles, California, USA",1948-9-4,Michael Berryman,98.0,1 win.,67.2169746749
1383,"Elling, Frederikshavn, Denmark",1965-7-3,Connie Nielsen,44.0,5 wins & 7 nominations.,50.3901437372
1384,"Salford, Lancashire, England, UK",1964-2-16,Christopher Eccleston,67.0,7 wins & 7 nominations.,51.7672826831
1385,"Pound Ridge, New York, USA",1939-4-1,Ali MacGraw,15.0,"Nominated for
        1
        Oscar.",76.6461327858
1386,"Nottingham, Nottinghamshire, England, UK",1935-10-29,Michael Jayston,94.0,1 nomination.,80.0684462697
1387,"Johannesburg, South Africa",1939-2-9,Janet Suzman,52.0,"Nominated for
        1
        Oscar.",76.7857631759
1388,"Brooklyn, New York City, New York, USA",1961-4-3,Eddie Murphy,55.0,"Nominated for
        1
        Oscar.",54.6392881588
1389,"Norristown, Pennsylvania, USA",1935-10-18,Peter Boyle,94.0,"Won
        1
        Primetime Emmy.",80.0985626283
1390,"Dallas, Texas, USA",1968-11-18,Owen Wilson,59.0,"Nominated for
        1
        Oscar.",47.0116358658
1391,"Johannesburg, Union of South Africa [now South Africa]",1934-8-5,Zakes Mokae,55.0,0,81.3004791239
1392,"Anderston, Glasgow, Scotland, UK",1942-11-24,Billy Connolly,66.0,"Nominated for
        1
        BAFTA Film Award.",72.9965776865
1393,"Baltimore, Maryland, USA",1950-10-17,Howard E. Rollins Jr.,28.0,"Nominated for
        1
        Oscar.",65.1006160164
1394,"New York City, New York, USA",1933-12-5,Adolph Caesar,24.0,"Nominated for
        1
        Oscar.",81.9657768652
1395,"Berkeley, California, USA",1942-3-27,Art Evans,109.0,0,73.659137577
1396,"New York City, New York, USA",1922-10-31,Barbara Bel Geddes,34.0,"Nominated for
        1
        Oscar.",93.0622861054
1397,"Pittsburgh, Pennsylvania, USA",1906-12-27,Oscar Levant,15.0,0,108.906228611
1398,"Clinton, Massachusetts, USA",1900-12-6,Agnes Moorehead,115.0,"Nominated for
        4
        Oscars.",114.962354552
1399,"Van Nuys, California, USA",1937-2-21,Gary Lockwood,94.0,0,78.7515400411
1400,"Oakland, California, USA",1922-1-31,William Sylvester,83.0,0,93.8097193703
1401,"Denver, Colorado, USA",1953-6-13,Tim Allen,46.0,"Won
        1
        Golden Globe.",62.4449007529
1402,"Rio de Janeiro, Rio de Janeiro, Brazil",1983-5-21,Alexandre Rodrigues,15.0,1 win.,32.5092402464
1403,"Rio de Janeiro, Rio de Janeiro, Brazil",1978-6-23,Leandro Firmino,18.0,2 wins & 1 nomination.,37.4182067077
1404,"Chicago, Illinois, USA",1949-10-25,Brian Kerwin,91.0,1 win & 3 nominations.,66.0780287474
1405,"Perth, Western Australia, Australia",1955-4-23,Judy Davis,65.0,"Nominated for
        2
        Oscars.",60.5859000684
1406,"The Bronx, New York, USA",1920-10-22,Mitzi Green,20.0,1 win.,95.0855578371
1407,"Wiznitz, Bukovina, Austria-Hungary [now Vyzhnytsia, Chernivetska oblast, Ukraine]",1905-12-5,Otto Preminger,13.0,"Nominated for
        3
        Oscars.",109.965776865
1408,"Hillsboro, Illinois, USA",1905-2-12,Harry Bellaver,81.0,0,110.776180698
1409,"Pittsburgh, Pennsylvania, USA",1952-10-22,Jeff Goldblum,107.0,"Nominated for
        1
        Oscar.",63.0855578371
1410,"Alameda County, California, USA",1970-6-17,Will Forte,71.0,"Nominated for
        4
        Primetime Emmys.",45.4346338125
1411,"Vandalia, Illinois, USA",1929-11-6,June Squibb,58.0,"Nominated for
        1
        Oscar.",86.045174538
1412,"Old Bethpage, Long Island, New York, USA",1949-8-25,John Savage,206.0,3 wins & 2 nominations.,66.2450376454
1413,"Savannah, Georgia, USA",1955-8-27,Diana Scarwid,74.0,"Nominated for
        1
        Oscar.",60.2409308693
1414,"La Spezia, Liguria, Italy",1942-8-1,Giancarlo Giannini,148.0,"Nominated for
        1
        Oscar.",73.311430527
1415,"London, England, UK",1939-5-19,James Fox,115.0,"Nominated for
        1
        Golden Globe.",76.514715948
1416,"Stockwell, London, England, UK",1927-10-14,Roger Moore,93.0,8 wins & 1 nomination.,88.1095140315
1417,"Cobourg, Ontario, Canada",1868-11-9,Marie Dressler,30.0,"Won
        1
        Oscar.",147.033538672
1418,"Clarksville, Tennessee, USA",1906-8-9,Dorothy Jordan,27.0,0,109.289527721
1419,"Teddington, Middlesex, England, UK",1899-12-16,Noël Coward,19.0,"Nominated for
        1
        Oscar.",115.934291581
1420,"Milwaukee, Wisconsin, USA",1902-10-31,Eduard Franz,124.0,0,113.062286105
1421,"New York City, New York, USA",1927-3-1,Harry Belafonte,21.0,"Won
        1
        Primetime Emmy.",88.7310061602
1422,"Cleveland, Ohio, USA",1922-11-9,Dorothy Dandridge,34.0,"Nominated for
        1
        Oscar.",93.0376454483
1423,"Newport News, Virginia, USA",1918-3-29,Pearl Bailey,19.0,3 wins & 2 nominations.,97.6536618754
1424,"New York City, New York, USA",1918-5-26,John Dall,17.0,"Nominated for
        1
        Oscar.",97.4948665298
1425,"Ensenada, Baja California, Mexico",1895-2-4,Nigel Bruce,80.0,0,120.796714579
1426,"Cliffside Park, New Jersey, USA",1923-12-11,Betsy Blair,38.0,"Nominated for
        1
        Oscar.",91.9507186858
1427,"Santa Monica, California, USA",1980-2-12,Christina Ricci,65.0,"Nominated for
        1
        Golden Globe.",35.7782340862
1428,"Chicago, Illinois, USA",1882-1-12,Milton Sills,86.0,1 win.,133.859000684
1429,"Hull, Yorkshire, England, UK",1903-3-4,Dorothy Mackaill,68.0,0,112.722792608
1430,"Paris, France",1966-6-22,Emmanuelle Seigner,35.0,1 win & 6 nominations.,49.4209445585
1431,"Brooklyn, New York City, New York, USA",1917-4-29,Celeste Holm,104.0,"Won
        1
        Oscar.",98.5681040383
1432,"Fulmer, Buckinghamshire, England, UK",1942-3-27,Michael York,163.0,"Nominated for
        1
        Primetime Emmy.",73.659137577
1433,"Anniston, Alabama, USA",1956-7-31,Michael Biehn,102.0,3 wins & 2 nominations.,59.3127994524
1434,"Panama City, Florida, USA",1976-5-7,Carrie Henn,2.0,1 win & 2 nominations.,39.5455167693
1435,"The Bronx, New York City, New York, USA",1910-8-8,Sylvia Sidney,106.0,"Nominated for
        1
        Oscar.",105.292265572
1436,"Glengormley, Northern Ireland, UK",1931-7-4,Stephen Boyd,66.0,"Won
        1
        Golden Globe.",84.3887748118
1437,"London, Ontario, Canada",1891-7-18,Gene Lockhart,146.0,"Nominated for
        1
        Oscar.",124.34770705
1438,"Dublin, Ireland",1950-5-12,Gabriel Byrne,100.0,"Won
        1
        Golden Globe.",65.5331964408
1439,"New York City, New York, USA",1952-5-15,Chazz Palminteri,68.0,"Nominated for
        1
        Oscar.",63.523613963
1440,"Johannesburg, South Africa",1892-6-13,Basil Rathbone,125.0,"Nominated for
        2
        Oscars.",123.441478439
1441,"Charleroi, Pennsylvania, USA",1934-3-31,Shirley Jones,104.0,"Won
        1
        Oscar.",81.6481861739
1442,"Brooklyn, New York, USA",1915-2-28,Zero Mostel,33.0,"Nominated for
        1
        Golden Globe.",100.733744011
1443,"Buffalo, New York, USA",1923-12-1,Dick Shawn,64.0,1 nomination.,91.9780971937
1444,"Long Beach, California, USA",1960-2-14,Meg Tilly,28.0,"Nominated for
        1
        Oscar.",55.7727583847
1445,"New York City, New York, USA",1957-8-9,Melanie Griffith,80.0,"Nominated for
        1
        Oscar.",58.288843258
1446,"Brampton, Ontario, Canada",1988-6-7,Michael Cera,71.0,6 wins & 22 nominations.,27.4606433949
1447,"Billingham, Stockton on Tees, England, UK",1986-3-14,Jamie Bell,26.0,"Won
        1
        BAFTA Film Award.",29.6947296372
1448,"Rorschach, St. Gallen, Switzerland",1884-7-23,Emil Jannings,83.0,"Won
        1
        Oscar.",131.331964408
1449,"Tampa, Florida, USA",1899-10-20,Evelyn Brent,127.0,1 win.,116.090349076
1450,"Roanoke, Virginia, USA",1912-5-28,John Payne,74.0,2 wins & 1 nomination.,103.488021903
